id,domain,question,option_A,option_B,option_C,option_D,answer,explanation
SCU-024,Space & Cosmology,What is an important concept in space science related to object 23?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-025,Space & Cosmology,What is an important concept in space science related to object 24?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-026,Space & Cosmology,What is an important concept in space science related to object 25?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-027,Space & Cosmology,What is an important concept in space science related to object 26?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-028,Space & Cosmology,What is an important concept in space science related to object 27?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-029,Space & Cosmology,What is an important concept in space science related to object 28?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-030,Space & Cosmology,What is an important concept in space science related to object 29?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-031,Space & Cosmology,What is an important concept in space science related to object 30?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-032,Space & Cosmology,What is an important concept in space science related to object 31?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-033,Space & Cosmology,What is an important concept in space science related to object 32?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-034,Space & Cosmology,What is an important concept in space science related to object 33?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-035,Space & Cosmology,What is an important concept in space science related to object 34?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-036,Space & Cosmology,What is an important concept in space science related to object 35?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-037,Space & Cosmology,What is an important concept in space science related to object 36?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-038,Space & Cosmology,What is an important concept in space science related to object 37?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-039,Space & Cosmology,What is an important concept in space science related to object 38?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-040,Space & Cosmology,What is an important concept in space science related to object 39?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-041,Space & Cosmology,What is an important concept in space science related to object 40?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-042,Space & Cosmology,What is an important concept in space science related to object 41?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-043,Space & Cosmology,What is an important concept in space science related to object 42?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-044,Space & Cosmology,What is an important concept in space science related to object 43?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-045,Space & Cosmology,What is an important concept in space science related to object 44?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-046,Space & Cosmology,What is an important concept in space science related to object 45?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-047,Space & Cosmology,What is an important concept in space science related to object 46?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-048,Space & Cosmology,What is an important concept in space science related to object 47?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-049,Space & Cosmology,What is an important concept in space science related to object 48?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-050,Space & Cosmology,What is an important concept in space science related to object 49?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-051,Space & Cosmology,What is an important concept in space science related to object 50?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-052,Space & Cosmology,What is an important concept in space science related to object 51?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-053,Space & Cosmology,What is an important concept in space science related to object 52?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-054,Space & Cosmology,What is an important concept in space science related to object 53?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-055,Space & Cosmology,What is an important concept in space science related to object 54?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-056,Space & Cosmology,What is an important concept in space science related to object 55?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-057,Space & Cosmology,What is an important concept in space science related to object 56?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-058,Space & Cosmology,What is an important concept in space science related to object 57?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-059,Space & Cosmology,What is an important concept in space science related to object 58?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-060,Space & Cosmology,What is an important concept in space science related to object 59?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-061,Space & Cosmology,What is an important concept in space science related to object 60?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-062,Space & Cosmology,What is an important concept in space science related to object 61?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-063,Space & Cosmology,What is an important concept in space science related to object 62?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-064,Space & Cosmology,What is an important concept in space science related to object 63?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-065,Space & Cosmology,What is an important concept in space science related to object 64?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-066,Space & Cosmology,What is an important concept in space science related to object 65?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-067,Space & Cosmology,What is an important concept in space science related to object 66?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-068,Space & Cosmology,What is an important concept in space science related to object 67?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-069,Space & Cosmology,What is an important concept in space science related to object 68?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-070,Space & Cosmology,What is an important concept in space science related to object 69?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-071,Space & Cosmology,What is an important concept in space science related to object 70?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-072,Space & Cosmology,What is an important concept in space science related to object 71?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-073,Space & Cosmology,What is an important concept in space science related to object 72?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-074,Space & Cosmology,What is an important concept in space science related to object 73?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-075,Space & Cosmology,What is an important concept in space science related to object 74?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-076,Space & Cosmology,What is an important concept in space science related to object 75?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-077,Space & Cosmology,What is an important concept in space science related to object 76?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-078,Space & Cosmology,What is an important concept in space science related to object 77?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-079,Space & Cosmology,What is an important concept in space science related to object 78?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-080,Space & Cosmology,What is an important concept in space science related to object 79?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-081,Space & Cosmology,What is an important concept in space science related to object 80?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-082,Space & Cosmology,What is an important concept in space science related to object 81?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-083,Space & Cosmology,What is an important concept in space science related to object 82?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-084,Space & Cosmology,What is an important concept in space science related to object 83?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-085,Space & Cosmology,What is an important concept in space science related to object 84?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-086,Space & Cosmology,What is an important concept in space science related to object 85?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-087,Space & Cosmology,What is an important concept in space science related to object 86?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-088,Space & Cosmology,What is an important concept in space science related to object 87?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-089,Space & Cosmology,What is an important concept in space science related to object 88?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-090,Space & Cosmology,What is an important concept in space science related to object 89?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-091,Space & Cosmology,What is an important concept in space science related to object 90?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-092,Space & Cosmology,What is an important concept in space science related to object 91?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-093,Space & Cosmology,What is an important concept in space science related to object 92?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-094,Space & Cosmology,What is an important concept in space science related to object 93?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-095,Space & Cosmology,What is an important concept in space science related to object 94?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-096,Space & Cosmology,What is an important concept in space science related to object 95?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-097,Space & Cosmology,What is an important concept in space science related to object 96?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-098,Space & Cosmology,What is an important concept in space science related to object 97?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-099,Space & Cosmology,What is an important concept in space science related to object 98?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
SCU-100,Space & Cosmology,What is an important concept in space science related to object 99?,Gravity,Orbit,Energy,Mass,A,Gravity is fundamental in space science as it governs motion of celestial bodies.
